tipo relacao,valor da correlacao,MeSH Disease Terms Concatanados,MeSH Disease Term Concatenados
n para 1,"0,2857368677708570",Infertilidade; homem,Bulimia nervosa
n para 1,"0,10806260088324200",Linfoma; não-Hodgkin,Bulimia nervosa
n para 1,"0,14871641935549400",Neoplasias de mama; homem,Bulimia nervosa
n para 1,"0,13357482101625200",Neoplasias do fígado; experimental,Bulimia nervosa
n para 1,"0,15014728261588500",Neoplasias; segundo primário,Bulimia nervosa
n para 1,"0,13617578272394100",Recorrência da neoplasia; local,Bulimia nervosa
n para 1,"0,22804260630098200",Transtorno depressivo; Major,Bulimia nervosa
n para 1,"0,1209535214690110",Carcinoma; célula escamosa,Caddasil
n para 1,"0,15084136627319800",Distrofia muscular; Emery-Dreifuss,Caddasil
n para 1,"0,28115456992920000",Distrofia muscular; oculofaríngea,Caddasil
n para 1,"0,14479276423810600",Doença pulmonar; obstrutiva crônica,Caddasil
n para 1,"0,17027856823058000",Hipóxia-isquemia; cérebro,Caddasil
n para 1,"0,12564433062000600",Leucemia; linfóide,Caddasil
n para 1,"0,1575835809975260",Leucemia; mielogênica; crônica; BCR-ABL POSITIVA,Caddasil
n para 1,"0,10031308191715600",Leucemia; mielóide; aguda,Caddasil
n para 1,"0,10185429950931300",Lúpus erytematoso; sistêmico,Caddasil
n para 1,"0,21893251588295800",Transtorno depressivo; Major,Caddasil
n para 1,"0,9780852866309870",Displasia fibrosa; poliotótica,Cafe-au-à Spots
n para 1,"0,9538543391082110",Neoplasias colorretais; não polipose hereditária,Cafe-au-à Spots
n para 1,"0,6271376151087100",Neoplasias de mama; homem,Cafe-au-à Spots
n para 1,"0,23684755536178800",Puberdade; precoce,Cafe-au-à Spots
n para 1,"0,37111749190171500",Síndromes neoplásicas; hereditárias,Cafe-au-à Spots
n para 1,"0,1347126377375080",Aborto; espontâneo,Calcinose
n para 1,"0,10687314020374800",Aborto; habitual,Calcinose
n para 1,"0,20626163739595500",Acidose; tubular renal,Calcinose
n para 1,"0,162938270400855",Anemia; aplástica,Calcinose
n para 1,"0,30512924840600800",Anemia; célula falciforme,Calcinose
n para 1,"0,21570891004932300",Anemia; deficiência de ferro,Calcinose
n para 1,"0,19408266106123900",Anemia; disperterropoiética; congênita,Calcinose
n para 1,"0,20749099497475000",Anemia; hemolítica; congênita,Calcinose
n para 1,"0,14618130635613800",Anemia; megaloblástica,Calcinose
n para 1,"0,18743562313380400",Anemia; Sideroblástica,Calcinose
n para 1,"0,38745793613410400",Aneurisma aórtico; abdominal,Calcinose
n para 1,"0,3323623342273560",Aneurisma aórtico; torácico,Calcinose
n para 1,"0,5395161727480160",Aneurisma; dissecando,Calcinose
n para 1,"0,11135922581570100",Anormalidades; induzidas por drogas,Calcinose
n para 1,"0,2978605268912780",Anormalidades; múltiplas,Calcinose
n para 1,"0,37132762105677900",Arritmias; cardíaco,Calcinose
n para 1,"0,21473027637388300",Artéria carótida; interna; dissecção,Calcinose
n para 1,"0,10502786635519100",Artrite; experimental,Calcinose
n para 1,"0,35833625659140200",Artrite; psoriática,Calcinose
n para 1,"0,3393318811375790",Artrite; reumatóide,Calcinose
n para 1,"0,2952782949461620",Artrite; reumatóide juvenil,Calcinose
n para 1,"0,2316571428812830",Ataque isquêmico; transitório,Calcinose
n para 1,"0,2632436859248260",Carcinoma; célula basal,Calcinose
n para 1,"0,1598726083867350",Carcinoma; célula de transição,Calcinose
n para 1,"0,2738979269945470",Carcinoma; célula escamosa,Calcinose
n para 1,"0,25128755356143200",Carcinoma; célula renal,Calcinose
n para 1,"0,10051512810799300",Carcinoma; ductal pancreático,Calcinose
n para 1,"0,21235637694315100",Carcinoma; hepatocelular,Calcinose
n para 1,"0,2077189370774110",Carcinoma; papilar,Calcinose
n para 1,"0,21259140366521200",Carcinoma; pequena célula,Calcinose
n para 1,"0,1501181742080570",Carcinoma; pulmão de células não pequenas,Calcinose
n para 1,"0,28750231928756800",Cardiomiopatia; dilatada,Calcinose
n para 1,"0,4361211785779510",Cardiomiopatia; hipertrófica,Calcinose
n para 1,"0,154725823322961",Choque; séptico,Calcinose
n para 1,"0,11361682424783000",Colangite; esclerosante,Calcinose
n para 1,"0,1162990987197480",Colite; ulcerosa,Calcinose
n para 1,"0,18316103680981100",Convulsões; febril,Calcinose
n para 1,"0,16636173050766200",Defeitos cardíacos; congênitos,Calcinose
n para 1,"0,20643463400506100",Defeitos do septo cardíaco; atrial,Calcinose
n para 1,"0,21131434467460300",Defeitos do septo cardíaco; ventricular,Calcinose
n para 1,"0,1559227758818850",Diabetes mellitus; experimental,Calcinose
n para 1,"0,17030128465304600",Diabetes mellitus; tipo 1,Calcinose
n para 1,"0,21236722997629700",Diabetes mellitus; tipo 2,Calcinose
n para 1,"0,19219170556989900",Diskinesia; induzida por drogas,Calcinose
n para 1,"0,19909210317559900",Distrofia muscular; Duchenne,Calcinose
n para 1,"0,10167725880864900",Distrofia muscular; Emery-Dreifuss,Calcinose
n para 1,"0,12348338045469600",Doença de Parkinson; secundária,Calcinose
n para 1,"0,2928737260258760",Doença granulomatosa; crônica,Calcinose
n para 1,"0,17006167506934800",Doença pulmonar; obstrutiva crônica,Calcinose
n para 1,"0,12271187211508600",Doenças de pele; vasculares,Calcinose
n para 1,"0,3411021300679260",Doenças genéticas; inatos,Calcinose
n para 1,"0,18973440298561900",Doenças genitais; homens,Calcinose
n para 1,"0,14034715510283700",Doenças hepáticas; alcoólatras,Calcinose
n para 1,"0,36263479642578900",Doenças ósseas; Desenvolvimento,Calcinose
n para 1,"0,24182770887021800",Doenças ósseas; metabólicas,Calcinose
n para 1,"0,19055529113566400",Doenças pulmonares; intersticiais,Calcinose
n para 1,"0,11070693976163300",Doenças pulmonares; obstrutivas,Calcinose
n para 1,"0,2720320949872890",Doenças renais; Cystic,Calcinose
n para 1,"0,10525694179646900",Epilepsia mioclônica; juvenil,Calcinose
n para 1,"0,22970098024042300",Epilepsia; ausência,Calcinose
n para 1,"0,2912218160619850",Epilepsia; generalizada,Calcinose
n para 1,"0,18413475432219800",Epilepsia; lobo temporal,Calcinose
n para 1,"0,16252552846585600",Epilepsia; Rolandic,Calcinose
n para 1,"0,25918668579659500",Epilepsias; mioclônicas,Calcinose
n para 1,"0,10631730714631500",Esforocitose; hereditária,Calcinose
n para 1,"0,3145297780289350",Espasmos; infantil,Calcinose
n para 1,"0,371819026233486",Espondilite; anquilosing,Calcinose
n para 1,"0,15946515984513700",Fibromatose; abdominal,Calcinose
n para 1,"0,20627296320304400",Hepatite B; crônica,Calcinose
n para 1,"0,17434879480364200",Hepatite C; crônica,Calcinose
n para 1,"0,16576179666892400",Hiperostose; cortical; congênita,Calcinose
n para 1,"0,13003736110905200",Hiperparatireoidismo; primário,Calcinose
n para 1,"0,1032691356470620",Hipertensão; pulmonar,Calcinose
n para 1,"0,1580633198132580",Hipertensão; renal,Calcinose
n para 1,"0,2878638584332970",Hipertrofia; ventricular esquerdo,Calcinose
n para 1,"0,28229142125589300",Hipofosfatemia; familiar,Calcinose
n para 1,"0,16316618510321900",Hipotensão; ortostática,Calcinose
n para 1,"0,13635514930415000",Hipóxia-isquemia; cérebro,Calcinose
n para 1,"0,22185223136152400",Infarto; artéria cerebral média,Calcinose
n para 1,"0,1683828390098490",Infecções por mycobacterium; atípico,Calcinose
n para 1,"0,18423041905937900",Infertilidade; homem,Calcinose
n para 1,"0,10651410767101400",Infertilidade; mulher,Calcinose
n para 1,"0,2025668374568930",Influenza; humano,Calcinose
n para 1,"0,19187345980417600",Insuficiência hepática; aguda,Calcinose
n para 1,"0,23504710848913900",Insuficiência renal; crônica,Calcinose
n para 1,"0,1003006465911940",Leishmaniose; cutânea,Calcinose
n para 1,"0,14496130413543000",Leucemia-linfoma; células T adultas,Calcinose
n para 1,"0,14689953375873500",Leucemia; linfocítica; crônica; células B,Calcinose
n para 1,"0,27832671981091600",Leucemia; linfóide,Calcinose
n para 1,"0,20618416049152700",Leucemia; megakaryoblástica; aguda,Calcinose
n para 1,"0,250306115081987",Leucemia; mielogênica; crônica; BCR-ABL POSITIVA,Calcinose
n para 1,"0,21442394589168100",Leucemia; mielóide,Calcinose
n para 1,"0,214332512131528",Leucemia; mielóide; aguda,Calcinose
n para 1,"0,15284233326251300",Leucemia; monocítica; aguda,Calcinose
n para 1,"0,22556452709185100",Leucemia; promielocítica; aguda,Calcinose
n para 1,"0,19804909678057600",Leucoencefalite; hemorrágica aguda,Calcinose
n para 1,"0,1516482499537320",Linfo-histiocitose; hemofagocítica,Calcinose
n para 1,"0,32097969170199000",Linfoma; células B grandes; difuso,Calcinose
n para 1,"0,36946615693167300",Linfoma; células B.,Calcinose
n para 1,"0,23263339992575000",Linfoma; células T.,Calcinose
n para 1,"0,31080078942055000",Linfoma; folicular,Calcinose
n para 1,"0,32544052888791200",Linfoma; não-Hodgkin,Calcinose
n para 1,"0,18848635948192700",Lúpus eritematoso; cutâneo,Calcinose
n para 1,"0,2656787376585240",Lúpus erytematoso; sistêmico,Calcinose
n para 1,"0,11666147683090300",Mastocitose; sistêmica,Calcinose
n para 1,"0,10662987461790100",Meningite; meningocócica,Calcinose
n para 1,"0,25481532839378000",Metabolismo de carboidratos; erros inatos,Calcinose
n para 1,"0,2918705746119180",Metabolismo lipídico; erros inatos,Calcinose
n para 1,"0,3543476735716730",Metabolismo; erros inatos,Calcinose
n para 1,"0,3036711782794610",Morte; repentina; cardíaca,Calcinose
n para 1,"0,31619304940896300",Necrólise epidérmica; tóxica,Calcinose
n para 1,"0,10851899058352300",Nefrite; intersticial,Calcinose
n para 1,"0,16195427205650100",Neoplasias de mama; homem,Calcinose
n para 1,"0,14199508624029300",Neoplasias genitais; feminino,Calcinose
n para 1,"0,2564409036482660",Neoplasias; células germinativas e embrionário,Calcinose
n para 1,"0,300047659361922",Neoplasias; segundo primário,Calcinose
n para 1,"0,10625547325052500",Neovascularização; patológica,Calcinose
n para 1,"0,11799666944289400",Neuropatias amilóides; familiares,Calcinose
n para 1,"0,16993043229727800",Osteoporose; pós-menopausa,Calcinose
n para 1,"0,17375133279318500",Pancreatite; crônica,Calcinose
n para 1,"0,27240833420010400",Paraplegia espástica; hereditária,Calcinose
n para 1,"0,13861810853272200",Poliondocinopatias; autoimunes,Calcinose
n para 1,"0,10114014129689300",Psicoses; induzidas por substâncias,Calcinose
n para 1,"0,19568545742970800",Recorrência da neoplasia; local,Calcinose
n para 1,"0,1724699974716690",Rim policístico; autossômico dominante,Calcinose
n para 1,"0,31595051666778600",Sarcoma; Ewing's,Calcinose
n para 1,"0,20775816255128100",Sarcoma; Kaposi,Calcinose
n para 1,"0,3198095276354560",Sarcoma; sinovial,Calcinose
n para 1,"0,32623106426009200",Scleroderma; sistêmico,Calcinose
n para 1,"0,15020314194280700",Síndromes neoplásicas; hereditárias,Calcinose
n para 1,"0,18600003424366500",Taquicardia; ventricular,Calcinose
n para 1,"0,17348972158963300",Telangiectasia; hemorrágica hereditária,Calcinose
n para 1,"0,25934860783594400",Tireoidite; autoimune,Calcinose
n para 1,"0,135576634609246",Transformação celular; neoplásica,Calcinose
n para 1,"0,15792387944318900",Transtorno depressivo; Major,Calcinose
n para 1,"0,41521406746508000",Trombocitemia; essencial,Calcinose
n para 1,"0,18869616706859500",Trombose sinusal; intracraniana,Calcinose
n para 1,"0,18022230939491700",Vasoespasmo; intracraniano,Calcinose
n para 1,"0,1697090373808560",Artrite; reumatóide,Cálculo renal
n para 1,"0,11292245817649300",Artrite; reumatóide juvenil,Cálculo renal
n para 1,"0,1617801090358390",Carcinoma; célula de transição,Cálculo renal
n para 1,"0,18537089134982800",Carcinoma; célula renal,Cálculo renal
n para 1,"0,1366272754276040",Carcinoma; hepatocelular,Cálculo renal
n para 1,"0,10481157767165300",Diabetes insipidus; nefrogênico,Cálculo renal
n para 1,"0,12323004292266400",Diabetes mellitus; tipo 1,Cálculo renal
n para 1,"0,17517707854821000",Diabetes mellitus; tipo 2,Cálculo renal
n para 1,"0,21321726686638700",Doenças ósseas; metabólicas,Cálculo renal
n para 1,"0,5559758619127390",Doenças renais; Cystic,Cálculo renal
n para 1,"0,1213723197645920",Espondilite; anquilosing,Cálculo renal
n para 1,"0,1859870579594050",Glomerulonefrite; IgA,Cálculo renal
n para 1,"0,2242894648793230",Glomerulosclerose; segmentar focal,Cálculo renal
n para 1,"0,10824657176114500",Hepatite C; crônica,Cálculo renal
n para 1,"0,33221705060257000",Hiperparatireoidismo; primário,Cálculo renal
n para 1,"0,29292023797498400",Hipofosfatemia; familiar,Cálculo renal
n para 1,"0,14971623489065500",Infertilidade; homem,Cálculo renal
n para 1,"0,10400714024281100",Leucemia; linfóide,Cálculo renal
n para 1,"0,1024863885197750",Linfoma; folicular,Cálculo renal
n para 1,"0,190083081716977",Lúpus erytematoso; sistêmico,Cálculo renal
n para 1,"0,1822915199513670",Osteoporose; pós-menopausa,Cálculo renal
n para 1,"0,11234467373275900",Sarcoma; Ewing's,Cálculo renal
n para 1,"0,14223259311060600",Scleroderma; sistêmico,Cálculo renal
n para 1,"0,1210673986448230",Síndromes neoplásicas; hereditárias,Cálculo renal
n para 1,"0,20420627201115600",Carcinoma; célula renal,Cálculo urinário
n para 1,"0,14526725999575700",Carcinoma; hepatocelular,Cálculo urinário
n para 1,"0,110296069999662",Diabetes mellitus; tipo 1,Cálculo urinário
n para 1,"0,1777271167274850",Diabetes mellitus; tipo 2,Cálculo urinário
n para 1,"0,1495549113333010",Doenças ósseas; metabólicas,Cálculo urinário
n para 1,"0,2403052122735570",Infertilidade; homem,Cálculo urinário
n para 1,"0,10856788584865000",Leucemia; linfóide,Cálculo urinário
n para 1,"0,11038895633062100",Leucemia; mielóide,Cálculo urinário
n para 1,"0,12544232765739200",Leucemia; mielóide; aguda,Cálculo urinário
n para 1,"0,10795880392721700",Leucemia; monocítica; aguda,Cálculo urinário
n para 1,"0,122802731211798",Linfoma; células B.,Cálculo urinário
n para 1,"0,1398768932231040",Neoplasias; segundo primário,Cálculo urinário
n para 1,"0,19679036409325500",Artrite; reumatóide,Cálculos biliares
n para 1,"0,34992820482435100",Carcinoma; célula renal,Cálculos biliares
n para 1,"0,591767881613944",Carcinoma; hepatocelular,Cálculos biliares
n para 1,"0,16094357320687700",Carcinoma; pulmão de células não pequenas,Cálculos biliares
n para 1,"0,1905094307091140",Diabetes mellitus; experimental,Cálculos biliares
n para 1,"0,3360649786096330",Diabetes mellitus; tipo 2,Cálculos biliares
n para 1,"0,22320519579087500",Doenças ósseas; metabólicas,Cálculos biliares
n para 1,"0,3179206891336340",Infertilidade; homem,Cálculos biliares
n para 1,"0,1711751958497370",Leucemia; mielóide,Cálculos biliares
n para 1,"0,21068690638299000",Leucemia; mielóide; aguda,Cálculos biliares
n para 1,"0,45444205970455800",Pancreatite; crônica,Cálculos biliares
n para 1,"0,23868208330594500",Recorrência da neoplasia; local,Cálculos biliares
n para 1,"0,27467559564097000",Transformação celular; neoplásica,Cálculos biliares
n para 1,"0,3020941877866970",Amiloidose; familiar,Carcinoma
n para 1,"0,42695281664445600",Artrite; reumatóide,Carcinoma
n para 1,"0,20135905694700500",Diabetes mellitus; experimental,Carcinoma
n para 1,"0,16568934483148400",Diabetes mellitus; tipo 2,Carcinoma
n para 1,"0,16684068519643100",Doenças genéticas; inatos,Carcinoma
n para 1,"0,1437116317915180",Doenças ósseas; Desenvolvimento,Carcinoma
n para 1,"0,2513586351851360",Doenças ósseas; metabólicas,Carcinoma
n para 1,"0,3060847656761440",Hepatite C; crônica,Carcinoma
n para 1,"0,11013229922150900",Hipertensão; renal,Carcinoma
n para 1,"0,2935141918751900",Infertilidade; homem,Carcinoma
n para 1,"0,4103851300405920",Leucemia; linfóide,Carcinoma
n para 1,"0,45906130673626000",Leucemia; mielóide,Carcinoma
n para 1,"0,5590393991557710",Leucemia; mielóide; aguda,Carcinoma
n para 1,"0,33321382381346000",Leucemia; promielocítica; aguda,Carcinoma
n para 1,"0,2009586452309670",Linfoma; células T.; cutânea,Carcinoma
n para 1,"0,6324832003626460",Linfoma; não-Hodgkin,Carcinoma
n para 1,"0,29420084936058300",Malária; falciparum,Carcinoma
n para 1,"0,14604608062564300",Meningite; meningocócica,Carcinoma
n para 1,"0,1608078508624710",Metabolismo; erros inatos,Carcinoma
n para 1,"0,327168305201658",Neoplasias mamárias; animal,Carcinoma
n para 1,"0,3022103334035170",Neoplasias; experimental,Carcinoma
n para 1,"0,26487618637316900",Neovascularização; patológica,Carcinoma
n para 1,"0,24749592241149800",Pancreatite; crônica,Carcinoma
n para 1,"0,10468584895567100",Perda auditiva; neurinhaural,Carcinoma
n para 1,"0,48561090700544100",Sarcoma; Kaposi,Carcinoma
n para 1,"0,3987178460559550",Scleroderma; sistêmico,Carcinoma
n para 1,"0,14878332446913900",Síndromes neoplásicas; hereditárias,Carcinoma
n para 1,"0,2800781033090450",Transformação celular; neoplásica,Carcinoma
n para 1,"0,18157274806474000",Anemia; aplástica,Carcinoma adrenocortical
n para 1,"0,10079121224866100",Anormalidades; induzidas por drogas,Carcinoma adrenocortical
n para 1,"0,13614422599616400",Carcinoma; célula basal,Carcinoma adrenocortical
n para 1,"0,10162070980882600",Carcinoma; hepatocelular,Carcinoma adrenocortical
n para 1,"0,15114718704703600",Carcinoma; papilar,Carcinoma adrenocortical
n para 1,"0,19097084349499800",Dermatite; Seborrheic,Carcinoma adrenocortical
n para 1,"0,804247974984527",Hiperplasia adrenal; congênita,Carcinoma adrenocortical
n para 1,"0,11917116524671600",Infertilidade; homem,Carcinoma adrenocortical
n para 1,"0,11138161025582100",Infertilidade; mulher,Carcinoma adrenocortical
n para 1,"0,10975052280248500",Neoplasias; células germinativas e embrionário,Carcinoma adrenocortical
n para 1,"0,5312161036516860",Puberdade; precoce,Carcinoma adrenocortical
n para 1,"0,1318860540674440",Anemia; aplástica,Carcinoma no local
n para 1,"0,27835414991436",Artrite; reumatóide,Carcinoma no local
n para 1,"0,13546005322607100",Carcinoma; célula basal,Carcinoma no local
n para 1,"0,5175572020562670",Carcinoma; célula escamosa,Carcinoma no local
n para 1,"0,4447184035765780",Carcinoma; célula renal,Carcinoma no local
n para 1,"0,20273523681043400",Carcinoma; ductal pancreático,Carcinoma no local
n para 1,"0,39247559277307500",Carcinoma; hepatocelular,Carcinoma no local
n para 1,"0,27604595174268500",Carcinoma; pulmão de células não pequenas,Carcinoma no local
n para 1,"0,2408651347107200",Colite; ulcerosa,Carcinoma no local
n para 1,"0,2085965128611370",Diabetes mellitus; tipo 2,Carcinoma no local
n para 1,"0,1781034529493150",Doenças ósseas; metabólicas,Carcinoma no local
n para 1,"0,1028453764803450",Espondilite; anquilosing,Carcinoma no local
n para 1,"0,10609469346711",Hipertensão; renal,Carcinoma no local
n para 1,"0,27351997361264800",Infecções por mycobacterium; atípico,Carcinoma no local
n para 1,"0,4007993443095340",Infertilidade; homem,Carcinoma no local
n para 1,"0,34395041864208800",Influenza; humano,Carcinoma no local
n para 1,"0,19635469329324500",Insuficiência renal; crônica,Carcinoma no local
n para 1,"0,1677528614718710",Leucemia; linfocítica; crônica; células B,Carcinoma no local
n para 1,"0,28793814923284400",Leucemia; linfóide,Carcinoma no local
n para 1,"0,2906293157439970",Leucemia; mielogênica; crônica; BCR-ABL POSITIVA,Carcinoma no local
n para 1,"0,3731035370039980",Leucemia; mielóide,Carcinoma no local
n para 1,"0,44242887358555700",Leucemia; mielóide; aguda,Carcinoma no local
n para 1,"0,3318190395721100",Leucemia; promielocítica; aguda,Carcinoma no local
n para 1,"0,3011329415102510",Linfoma; células B.,Carcinoma no local
n para 1,"0,28127970705369900",Linfoma; células T.,Carcinoma no local
n para 1,"0,39332396116457200",Linfoma; não-Hodgkin,Carcinoma no local
n para 1,"0,13125381709083000",Nefrite; intersticial,Carcinoma no local
n para 1,"0,10053563585832700",Osteoporose; pós-menopausa,Carcinoma no local
n para 1,"0,3637238484305630",Recorrência da neoplasia; local,Carcinoma no local
n para 1,"0,23181733914317500",Transformação celular; neoplásica,Carcinoma no local
n para 1,"0,11559766288384000",Transtorno depressivo; Major,Carcinoma no local
n para 1,"0,19753463281801400",Artrite; reumatóide,Cardiomiopatias
n para 1,"0,12809488206490800",Doenças ósseas; Desenvolvimento,Cardiomiopatias
n para 1,"0,23107471219823000",Doenças ósseas; metabólicas,Cardiomiopatias
n para 1,"0,15737034669243300",Hipertensão; renal,Cardiomiopatias
n para 1,"0,203606897422549",Infertilidade; homem,Cardiomiopatias
n para 1,"0,3189448363177940",Neoplasias mamárias; animal,Cardiomiopatias
n para 1,"0,23573868739613300",Neoplasias; experimental,Cardiomiopatias
n para 1,"0,25090403412501200",Transformação celular; neoplásica,Cardiomiopatias
n para 1,"0,37880558794671100",Anormalidades; induzidas por drogas,Cardiomiopatias diabéticas
n para 1,"0,10280665453363200",Artrite; reumatóide juvenil,Cardiomiopatias diabéticas
n para 1,"0,15362841727315100",Carcinoma; célula escamosa,Cardiomiopatias diabéticas
n para 1,"0,21563403140670800",Carcinoma; célula renal,Cardiomiopatias diabéticas
n para 1,"0,3116752089699720",Carcinoma; hepatocelular,Cardiomiopatias diabéticas
n para 1,"0,12494076527316300",Cardiomiopatia; dilatada,Cardiomiopatias diabéticas
n para 1,"0,7238845631655020",Cirrose do fígado; experimental,Cardiomiopatias diabéticas
n para 1,"0,4059742124233140",Diabetes mellitus; tipo 2,Cardiomiopatias diabéticas
n para 1,"0,5898754328758080",Doenças ósseas; metabólicas,Cardiomiopatias diabéticas
n para 1,"0,16769554232902600",Fraturas; osso,Cardiomiopatias diabéticas
n para 1,"0,1086369703740950",Hérnia; diafragmática,Cardiomiopatias diabéticas
n para 1,"0,5488471759292240",Infertilidade; homem,Cardiomiopatias diabéticas
n para 1,"0,6377829695505550",Neoplasias do fígado; experimental,Cardiomiopatias diabéticas
n para 1,"0,31135299492095300",Tireoidite; autoimune,Cardiomiopatias diabéticas
n para 1,"0,13297756358120300",Aborto; espontâneo,Cardiotegalia
n para 1,"0,10963699515454500",Anemia; aplástica,Cardiotegalia
n para 1,"0,3465856230189130",Anemia; célula falciforme,Cardiotegalia
n para 1,"0,3795467945172860",Anemia; deficiência de ferro,Cardiotegalia
n para 1,"0,11595149658423700",Anemia; macrocítica,Cardiotegalia
n para 1,"0,11853820047955500",Anemia; Sideroblástica,Cardiotegalia
n para 1,"0,1120878771776040",Aneurisma aórtico; abdominal,Cardiotegalia
n para 1,"0,1338607728165940",Aneurisma aórtico; torácico,Cardiotegalia
n para 1,"0,126687723730011",Aneurisma; dissecando,Cardiotegalia
n para 1,"0,3657072127360410",Anormalidades; induzidas por drogas,Cardiotegalia
n para 1,"0,2864902520289030",Arritmias; cardíaco,Cardiotegalia
n para 1,"0,16596847492576200",Artrite; experimental,Cardiotegalia
n para 1,"0,14575577260016700",Artrite; reumatóide,Cardiotegalia
n para 1,"0,1193681525968480",Artrite; reumatóide juvenil,Cardiotegalia
n para 1,"0,20953927490060800",Ataque isquêmico; transitório,Cardiotegalia
n para 1,"0,15290454597857800",Carcinoma; célula de transição,Cardiotegalia
n para 1,"0,3478897786840500",Carcinoma; célula escamosa,Cardiotegalia
n para 1,"0,304715699551746",Carcinoma; célula renal,Cardiotegalia
n para 1,"0,1333022063114940",Carcinoma; ductal pancreático,Cardiotegalia
n para 1,"0,38399710593806400",Carcinoma; hepatocelular,Cardiotegalia
n para 1,"0,12051825938771900",Carcinoma; pequena célula,Cardiotegalia
n para 1,"0,16119204547836700",Carcinoma; pulmão de células não pequenas,Cardiotegalia
n para 1,"0,5768111846469230",Cardiomiopatia; dilatada,Cardiotegalia
n para 1,"0,2508395111905720",Cardiomiopatia; hipertrófica,Cardiotegalia
n para 1,"0,4985720973335460",Choque; séptico,Cardiotegalia
n para 1,"0,2214924956797560",Defeitos cardíacos; congênitos,Cardiotegalia
n para 1,"0,5121249982264250",Defeitos do septo cardíaco; atrial,Cardiotegalia
n para 1,"0,6141014843171330",Diabetes mellitus; experimental,Cardiotegalia
n para 1,"0,14683888235438100",Diabetes mellitus; tipo 1,Cardiotegalia
n para 1,"0,26264415432882900",Diabetes mellitus; tipo 2,Cardiotegalia
n para 1,"0,12123632428246900",Disautonomia; familiar,Cardiotegalia
n para 1,"0,3194592504018670",Distrofia muscular; Duchenne,Cardiotegalia
n para 1,"0,17781435353481300",Doença granulomatosa; crônica,Cardiotegalia
n para 1,"0,2848280054680200",Doença pulmonar; obstrutiva crônica,Cardiotegalia
n para 1,"0,40811154404229200",Doenças hepáticas; alcoólatras,Cardiotegalia
n para 1,"0,5054246599211100",Doenças ósseas; metabólicas,Cardiotegalia
n para 1,"0,2355606147280590",Doenças pulmonares; intersticiais,Cardiotegalia
n para 1,"0,4269443662711390",Doenças pulmonares; obstrutivas,Cardiotegalia
n para 1,"0,35390693491642900",Encefalomielite; autoimune; experimental,Cardiotegalia
n para 1,"0,3569393202012280",Enterocolite; necrosante,Cardiotegalia
n para 1,"0,10388371094176600",Feridas; penetrando,Cardiotegalia
n para 1,"0,21979367437124000",Fraturas; osso,Cardiotegalia
n para 1,"0,127308128402613",Hepatite B; crônica,Cardiotegalia
n para 1,"0,1852779180572790",Hepatite C; crônica,Cardiotegalia
n para 1,"0,26833466620320900",Hérnia; diafragmática,Cardiotegalia
n para 1,"0,22728371903780100",Hipertensão; portal,Cardiotegalia
n para 1,"0,6169274639733540",Hipertensão; pulmonar,Cardiotegalia
n para 1,"0,3007241527845810",Hipertensão; renal,Cardiotegalia
n para 1,"0,46376478188427300",Hipertrofia; ventricular esquerdo,Cardiotegalia
n para 1,"0,1506698978851890",Hipofosfatemia; familiar,Cardiotegalia
n para 1,"0,17414520944066800",Hipóxia-isquemia; cérebro,Cardiotegalia
n para 1,"0,17518669737956700",Hipóxia; cérebro,Cardiotegalia
n para 1,"0,12471996970069700",Infarto; artéria cerebral média,Cardiotegalia
n para 1,"0,3710057405299630",Infertilidade; homem,Cardiotegalia
n para 1,"0,170738176086504",Infertilidade; mulher,Cardiotegalia
n para 1,"0,15919326206589600",Influenza; humano,Cardiotegalia
n para 1,"0,31778825787488",Insuficiência renal; crônica,Cardiotegalia
n para 1,"0,11198982003187800",Leishmaniose; cutânea,Cardiotegalia
n para 1,"0,17497663064078400",Leucemia; linfóide,Cardiotegalia
n para 1,"0,21972628704401500",Leucemia; mielogênica; crônica; BCR-ABL POSITIVA,Cardiotegalia
n para 1,"0,12353071766589300",Leucemia; mielóide,Cardiotegalia
n para 1,"0,1228211961146400",Leucemia; mielóide; aguda,Cardiotegalia
n para 1,"0,13084441594036300",Leucemia; promielocítica; aguda,Cardiotegalia
n para 1,"0,12910875849356600",Linfoma; células B grandes; difuso,Cardiotegalia
n para 1,"0,10722632589228900",Linfoma; células B.,Cardiotegalia
n para 1,"0,15782107108810900",Linfoma; não-Hodgkin,Cardiotegalia
n para 1,"0,10852309493236700",Lúpus erytematoso; sistêmico,Cardiotegalia
n para 1,"0,6138285256845340",Melanoma; experimental,Cardiotegalia
n para 1,"0,28264365280347300",Morte; repentina,Cardiotegalia
n para 1,"0,21894338834024100",Morte; repentina; cardíaca,Cardiotegalia
n para 1,"0,12314152990234900",Nefrite; intersticial,Cardiotegalia
n para 1,"0,14927355129090000",Neoplasias de mama; homem,Cardiotegalia
n para 1,"0,6039991572451310",Neoplasias do fígado; experimental,Cardiotegalia
n para 1,"0,13319721094940700",Neoplasias genitais; feminino,Cardiotegalia
n para 1,"0,8130476967989620",Neoplasias mamárias; experimental,Cardiotegalia
n para 1,"0,6143993519050520",Neoplasias; experimental,Cardiotegalia
n para 1,"0,6029996630468960",Neovascularização; patológica,Cardiotegalia
n para 1,"0,23122291948855400",Osteoporose; pós-menopausa,Cardiotegalia
