TFIDF score,PubMed occurrence,MeSH (Medical Subject Headings) Symptom Term Concatenado,MeSH (Medical Subject Headings) Disease Term
"0,2875200260959050",2,Abdômen; agudo,Carcinoma; célula grande
"0,25853020293441600",1,Perda auditiva; repentina,Carcinoma; célula grande
"0,21840386080896900",1,Púrpura; trombocitopênico trombótico,Carcinoma; célula grande
"0,31825674382008200",1,Síncope; Vasovagal,Carcinoma; célula grande
"0,14376001304795200",1,Abdômen; agudo,Carcinoma; célula renal
"0,20782571284180700",1,Bexiga urinária; neurogênica,Carcinoma; célula renal
"0,1744765519935000",1,Distúrbios da marcha; neurológicos,Carcinoma; célula renal
"0,9964916856634940",5,Dor; intratável,Carcinoma; célula renal
"0,33557106445329100",2,Dor; pós-operatório,Carcinoma; célula renal
"0,9992114528709910",4,Icterícia; obstrutiva,Carcinoma; célula renal
"0,28021759676447700",1,Incontinência urinária; estresse,Carcinoma; célula renal
"0,35058799047491200",2,Obesidade; mórbida,Carcinoma; célula renal
"0,22674202170287400",1,Perda auditiva; condutor,Carcinoma; célula renal
"0,19982144207445400",1,Púrpura; Schoenlein-Henoch,Carcinoma; célula renal
"0,35190396748220300",1,Edema; cardíaco,Carcinoma; ductal
"0,9992114528709910",4,Icterícia; obstrutiva,Carcinoma; ductal pancreático
"0,14376001304795200",1,Abdômen; agudo,Carcinoma; endometrioide
"0,12148558604642900",1,Perda auditiva; neurinhaural,Carcinoma; endometrioide
"0,27314402479111000",19,Abdômen; agudo,Carcinoma; hepatocelular
"0,672768053912806",3,Angina; instável,Carcinoma; hepatocelular
"0,32659490471398700",1,Baú da angina; varia,Carcinoma; hepatocelular
"0,1744765519935000",1,Distúrbios da marcha; neurológicos,Carcinoma; hepatocelular
"0,19929833713269800",1,Dor; intratável,Carcinoma; hepatocelular
"0,33557106445329100",2,Dor; pós-operatório,Carcinoma; hepatocelular
"0,8243494486185680",33,Icterícia; obstrutiva,Carcinoma; hepatocelular
"0,17529399523745600",1,Obesidade; mórbida,Carcinoma; hepatocelular
"0,12148558604642900",1,Perda auditiva; neurinhaural,Carcinoma; hepatocelular
"0,14149055205518300",1,Púrpura; trombocitopênico,Carcinoma; hepatocelular
"0,14071309430047",1,Reflexo; anormal,Carcinoma; medular
"0,22674202170287400",1,Perda auditiva; condutor,Carcinoma; mucoepidermóide
"0,14376001304795200",1,Abdômen; agudo,Carcinoma; neuroendócrino
"0,24980286321774700",1,Icterícia; obstrutiva,Carcinoma; neuroendócrino
"0,24297117209285800",2,Perda auditiva; neurinhaural,Carcinoma; neuroendócrino
"0,14376001304795200",1,Abdômen; agudo,Carcinoma; papilar
"0,1744765519935000",1,Distúrbios da marcha; neurológicos,Carcinoma; papilar
"0,12490143160887300",5,Icterícia; obstrutiva,Carcinoma; papilar
"0,17529399523745600",1,Obesidade; mórbida,Carcinoma; papilar
"0,24297117209285800",2,Perda auditiva; neurinhaural,Carcinoma; papilar
"0,21840386080896900",1,Púrpura; trombocitopênico trombótico,Carcinoma; papilar
"0,14376001304795200",1,Abdômen; agudo,Carcinoma; pequena célula
"0,67971870434923400",2,Amnésia; retrógrada,Carcinoma; pequena célula
"0,22425601797093500",1,Angina; instável,Carcinoma; pequena célula
"0,32659490471398700",1,Baú da angina; varia,Carcinoma; pequena célula
"0,20782571284180700",1,Bexiga urinária; neurogênica,Carcinoma; pequena célula
"0,1744765519935000",1,Distúrbios da marcha; neurológicos,Carcinoma; pequena célula
"0,16778553222664500",1,Dor; pós-operatório,Carcinoma; pequena célula
"0,4996057264354950",2,Icterícia; obstrutiva,Carcinoma; pequena célula
"0,17529399523745600",1,Obesidade; mórbida,Carcinoma; pequena célula
"0,3105606397064690",1,Perda auditiva; alta frequência,Carcinoma; pequena célula
"0,3585179477326580",1,Perda auditiva; unilateral,Carcinoma; pequena célula
"0,19982144207445400",1,Púrpura; Schoenlein-Henoch,Carcinoma; pequena célula
"0,28298110411036600",2,Púrpura; trombocitopênico,Carcinoma; pequena célula
"0,21840386080896900",1,Púrpura; trombocitopênico trombótico,Carcinoma; pequena célula
"0,28142618860094",2,Reflexo; anormal,Carcinoma; pequena célula
"0,31825674382008200",1,Síncope; Vasovagal,Carcinoma; pequena célula
"0,6768130590139920",3,Visão; baixa,Carcinoma; pequena célula
"0,14376001304795200",1,Abdômen; agudo,Carcinoma; pulmão de células não pequenas
"0,32659490471398700",1,Baú da angina; varia,Carcinoma; pulmão de células não pequenas
"0,4285591299111290",2,Débito cardíaco; baixo,Carcinoma; pulmão de células não pequenas
"0,39859667426539700",2,Dor; intratável,Carcinoma; pulmão de células não pequenas
"0,5033565966799370",3,Dor; pós-operatório,Carcinoma; pulmão de células não pequenas
"0,12148558604642900",1,Perda auditiva; neurinhaural,Carcinoma; pulmão de células não pequenas
"0,25853020293441600",1,Perda auditiva; repentina,Carcinoma; pulmão de células não pequenas
"0,22560435300466400",1,Visão; baixa,Carcinoma; pulmão de células não pequenas
"0,4540690922354010",10,Vomitando; antecipatório,Carcinoma; pulmão de células não pequenas
"0,20782571284180700",1,Bexiga urinária; neurogênica,Carcinoma; Sinete Ring Cell
"0,2944676030252050",1,Cegueira; cortical,Carcinoma; Sinete Ring Cell
"0,24980286321774700",1,Icterícia; obstrutiva,Carcinoma; Sinete Ring Cell
"0,12148558604642900",1,Perda auditiva; neurinhaural,Carcinoma; Sinete Ring Cell
"0,6552115824269090",3,Púrpura; trombocitopênico trombótico,Carcinoma; Sinete Ring Cell
"0,21427956495556400",1,Débito cardíaco; baixo,Cardiomiopatia; alcoólatra
"0,14071309430047",1,Reflexo; anormal,Cardiomiopatia; alcoólatra
"0,14376001304795200",1,Abdômen; agudo,Cardiomiopatia; dilatada
"0,22425601797093500",1,Angina; instável,Cardiomiopatia; dilatada
"0,32659490471398700",1,Baú da angina; varia,Cardiomiopatia; dilatada
"0,38364939056074800",1,Débito cardíaco; alto,Cardiomiopatia; dilatada
"0,14999569546889500",70,Débito cardíaco; baixo,Cardiomiopatia; dilatada
"0,3752233561989740",1,Dispnéia; paroxística,Cardiomiopatia; dilatada
"0,16778553222664500",1,Dor; pós-operatório,Cardiomiopatia; dilatada
"0,1407615869928810",4,Edema; cardíaco,Cardiomiopatia; dilatada
"0,1051763971424730",6,Obesidade; mórbida,Cardiomiopatia; dilatada
"0,12148558604642900",10,Perda auditiva; neurinhaural,Cardiomiopatia; dilatada
"0,14071309430047",1,Reflexo; anormal,Cardiomiopatia; dilatada
"0,12730269752803200",4,Síncope; Vasovagal,Cardiomiopatia; dilatada
"0,4485120359418700",2,Angina; instável,Cardiomiopatia; hipertrófica
"0,13063796188559500",4,Baú da angina; varia,Cardiomiopatia; hipertrófica
"0,17142365196445100",8,Débito cardíaco; baixo,Cardiomiopatia; hipertrófica
"0,7504467123979490",2,Dispnéia; paroxística,Cardiomiopatia; hipertrófica
"0,19929833713269800",1,Dor; intratável,Cardiomiopatia; hipertrófica
"0,17529399523745600",1,Obesidade; mórbida,Cardiomiopatia; hipertrófica
"0,22117885210425900",1,Perda auditiva; bilateral,Cardiomiopatia; hipertrófica
"0,4859423441857170",4,Perda auditiva; neurinhaural,Cardiomiopatia; hipertrófica
"0,25460539505606500",8,Síncope; Vasovagal,Cardiomiopatia; hipertrófica
"0,12856773897333800",6,Débito cardíaco; baixo,Cardiomiopatia; restritiva
"0,8245092884705760",280,Cegueira; cortical,Cegueira; cortical
"0,19982144207445400",1,Púrpura; Schoenlein-Henoch,Cegueira; cortical
"0,21840386080896900",1,Púrpura; trombocitopênico trombótico,Cegueira; cortical
"0,6768130590139920",3,Visão; baixa,Cegueira; cortical
"0,4996057264354950",2,Icterícia; obstrutiva,Células neoplásicas; circulando
"0,24297117209285800",2,Perda auditiva; neurinhaural,Ceratite; herpética
"0,21840386080896900",1,Púrpura; trombocitopênico trombótico,Ceratite; herpética
"0,22560435300466400",1,Visão; baixa,Ceratite; herpética
"0,336384026956403",15,Angina; instável,Choque; cardiogênico
"0,11142537377689300",52,Débito cardíaco; baixo,Choque; cardiogênico
"0,3752233561989740",1,Dispnéia; paroxística,Choque; cardiogênico
"0,6552115824269090",3,Púrpura; trombocitopênico trombótico,Choque; cardiogênico
"0,14071309430047",1,Reflexo; anormal,Choque; cardiogênico
"0,16778553222664500",1,Dor; pós-operatório,Choque; cirúrgico
"0,11500801043836200",8,Abdômen; agudo,Choque; hemorrágico
"0,8571182598222590",4,Débito cardíaco; baixo,Choque; hemorrágico
"0,2281245322020590",1,Diarréia; infantil,Choque; hemorrágico
"0,35190396748220300",1,Edema; cardíaco,Choque; hemorrágico
"0,24980286321774700",1,Icterícia; obstrutiva,Choque; hemorrágico
"0,21840386080896900",1,Púrpura; trombocitopênico trombótico,Choque; hemorrágico
"0,6365134876401640",2,Síncope; Vasovagal,Choque; hemorrágico
"0,2156400195719290",15,Abdômen; agudo,Choque; séptico
"0,22425601797093500",1,Angina; instável,Choque; séptico
"0,20782571284180700",1,Bexiga urinária; neurogênica,Choque; séptico
"0,11509481716822400",3,Débito cardíaco; alto,Choque; séptico
"0,57855482538002500",27,Débito cardíaco; baixo,Choque; séptico
"0,9124981288082360",4,Diarréia; infantil,Choque; séptico
"0,35190396748220300",1,Edema; cardíaco,Choque; séptico
"0,35058799047491200",2,Obesidade; mórbida,Choque; séptico
"0,3197143073191260",16,Púrpura; Schoenlein-Henoch,Choque; séptico
"0,14149055205518300",1,Púrpura; trombocitopênico,Choque; séptico
"0,21840386080896900",1,Púrpura; trombocitopênico trombótico,Choque; séptico
"0,5750400521918110",4,Abdômen; agudo,Choque; traumático
"0,4156514256836150",2,Bexiga urinária; neurogênica,Choque; traumático
"0,4285591299111290",2,Débito cardíaco; baixo,Choque; traumático
"0,35190396748220300",1,Edema; cardíaco,Choque; traumático
"0,7035654715023500",5,Reflexo; anormal,Choque; traumático
"0,4312800391438580",3,Abdômen; agudo,Cirrose do fígado; alcoólatra
"0,4485120359418700",2,Angina; instável,Cirrose do fígado; alcoólatra
"0,20782571284180700",1,Bexiga urinária; neurogênica,Cirrose do fígado; alcoólatra
"0,38364939056074800",1,Débito cardíaco; alto,Cirrose do fígado; alcoólatra
"0,31712036795505000",1,Paraparesia; espástica,Cirrose do fígado; alcoólatra
"0,36745245776624300",1,Púrpura; hiperglobulinêmico,Cirrose do fígado; alcoólatra
"0,19982144207445400",1,Púrpura; Schoenlein-Henoch,Cirrose do fígado; alcoólatra
"0,21840386080896900",1,Púrpura; trombocitopênico trombótico,Cirrose do fígado; alcoólatra
"0,38364939056074800",1,Débito cardíaco; alto,Cirrose do fígado; experimental
"0,24980286321774700",1,Icterícia; obstrutiva,Cirrose do fígado; experimental
"0,12148558604642900",1,Perda auditiva; neurinhaural,Cirrose do fígado; experimental
"0,14376001304795200",1,Abdômen; agudo,Cirrose hepática; biliar
"0,24980286321774700",1,Icterícia; obstrutiva,Cirrose hepática; biliar
"0,19982144207445400",1,Púrpura; Schoenlein-Henoch,Cirrose hepática; biliar
"0,5659622082207320",4,Púrpura; trombocitopênico,Cirrose hepática; biliar
"0,14071309430047",1,Reflexo; anormal,Cirrose hepática; biliar
"0,2875200260959050",2,Abdômen; agudo,Cistadenocarcinoma; mucinoso
"0,14376001304795200",1,Abdômen; agudo,Cistadenocarcinoma; papilar
"0,4127845706948230",1,Incontinência urinária; desejar,Cistadenocarcinoma; papilar
"0,14376001304795200",1,Abdômen; agudo,Cistadenocarcinoma; seroso
"0,7188000652397640",5,Abdômen; agudo,Cistadenoma; mucinoso
"0,4996057264354950",2,Icterícia; obstrutiva,Cistadenoma; mucinoso
"0,35058799047491200",2,Obesidade; mórbida,Cistadenoma; mucinoso
"0,2875200260959050",2,Abdômen; agudo,Cistadenoma; papilar
"0,12148558604642900",1,Perda auditiva; neurinhaural,Cistadenoma; papilar
"0,14376001304795200",1,Abdômen; agudo,Cistadenoma; seroso
"0,20782571284180700",1,Bexiga urinária; neurogênica,Cistadenoma; seroso
"0,4996057264354950",2,Icterícia; obstrutiva,Cistadenoma; seroso
"0,9566997391955920",27,Bexiga urinária; hiperativa,Cistite; intersticial
"0,14547799898926500",7,Bexiga urinária; neurogênica,Cistite; intersticial
"0,24767074241689300",6,Incontinência urinária; desejar,Cistite; intersticial
"0,14010879838223800",5,Incontinência urinária; estresse,Cistite; intersticial
"0,14149055205518300",1,Púrpura; trombocitopênico,Cistite; intersticial
"0,28142618860094",2,Reflexo; anormal,Cistite; intersticial
"0,20782571284180700",1,Bexiga urinária; neurogênica,Cistos ósseos; aneurismáticos
"0,1744765519935000",1,Distúrbios da marcha; neurológicos,Cistos ósseos; aneurismáticos
"0,16778553222664500",1,Dor; pós-operatório,Cistos ósseos; aneurismáticos
"0,12148558604642900",1,Perda auditiva; neurinhaural,Cistos ósseos; aneurismáticos
"0,25853020293441600",1,Perda auditiva; repentina,Cistos ósseos; aneurismáticos
"0,7494085896532430",3,Icterícia; obstrutiva,Colangite; esclerosante
"0,12148558604642900",1,Perda auditiva; neurinhaural,Colangite; esclerosante
"0,14149055205518300",1,Púrpura; trombocitopênico,Colangite; esclerosante
"0,7188000652397640",5,Abdômen; agudo,Colecistite; aguda
"0,22425601797093500",1,Angina; instável,Colecistite; aguda
"0,4003547990270650",1,Dor; referida,Colecistite; aguda
"0,7494085896532430",3,Icterícia; obstrutiva,Colecistite; aguda
"0,14376001304795200",1,Abdômen; agudo,Colestase; extra-hepática
"0,19929833713269800",1,Dor; intratável,Colestase; extra-hepática
"0,7993691622967930",32,Icterícia; obstrutiva,Colestase; extra-hepática
"0,17529399523745600",1,Obesidade; mórbida,Colestase; extra-hepática
"0,14071309430047",1,Reflexo; anormal,Colestase; extra-hepática
"0,14376001304795200",1,Abdômen; agudo,Colestase; intra-hepática
"0,4496451537919460",18,Icterícia; obstrutiva,Colestase; intra-hepática
"0,12148558604642900",1,Perda auditiva; neurinhaural,Colestase; intra-hepática
"0,8847154084170390",4,Perda auditiva; bilateral,Colesteatoma; ouvido médio
"0,5441808520868990",24,Perda auditiva; condutor,Colesteatoma; ouvido médio
"0,800709598054131",2,Perda auditiva; mista-sensorineural,Colesteatoma; ouvido médio
"0,18222837906964400",15,Perda auditiva; neurinhaural,Colesteatoma; ouvido médio
"0,7170358954653160",2,Perda auditiva; unilateral,Colesteatoma; ouvido médio
"0,12938401174315700",9,Abdômen; agudo,Colite; isquêmica
"0,17529399523745600",1,Obesidade; mórbida,Colite; isquêmica
"0,10063200913356600",7,Abdômen; agudo,Colite; ulcerosa
"0,31109114492943800",1,Afasia; Broca,Colite; ulcerosa
"0,22425601797093500",1,Angina; instável,Colite; ulcerosa
"0,68437359660617700",3,Diarréia; infantil,Colite; ulcerosa
"0,16778553222664500",1,Dor; pós-operatório,Colite; ulcerosa
"0,525881985712368",3,Obesidade; mórbida,Colite; ulcerosa
"0,17007982046500100",14,Perda auditiva; neurinhaural,Colite; ulcerosa
"0,11023573732987200",3,Púrpura; hiperglobulinêmico,Colite; ulcerosa
"0,9991072103722700",5,Púrpura; Schoenlein-Henoch,Colite; ulcerosa
"0,8489433123310980",6,Púrpura; trombocitopênico,Colite; ulcerosa
"0,10920193040448400",5,Púrpura; trombocitopênico trombótico,Colite; ulcerosa
"0,14071309430047",1,Reflexo; anormal,Colite; ulcerosa
"0,33985935217461700",1,Amnésia; retrógrada,Coma; lesão pós-cabeça
"0,15697921257965400",7,Angina; instável,Complexos cardíacos; prematuros
"0,6531898094279750",2,Baú da angina; varia,Complexos cardíacos; prematuros
"0,6428386948666940",3,Débito cardíaco; baixo,Complexos cardíacos; prematuros
"0,10063200913356600",7,Abdômen; agudo,Complicações da gravidez; cardiovascular
"0,8970240718837410",4,Angina; instável,Complicações da gravidez; cardiovascular
"0,5889352060504110",2,Cegueira; cortical,Complicações da gravidez; cardiovascular
"0,38364939056074800",1,Débito cardíaco; alto,Complicações da gravidez; cardiovascular
"0,19285160846000800",9,Débito cardíaco; baixo,Complicações da gravidez; cardiovascular
"0,3752233561989740",1,Dispnéia; paroxística,Complicações da gravidez; cardiovascular
"0,33557106445329100",2,Dor; pós-operatório,Complicações da gravidez; cardiovascular
"0,1051763971424730",6,Obesidade; mórbida,Complicações da gravidez; cardiovascular
"0,36745245776624300",1,Púrpura; hiperglobulinêmico,Complicações da gravidez; cardiovascular
"0,39964288414890800",2,Púrpura; Schoenlein-Henoch,Complicações da gravidez; cardiovascular
"0,5659622082207320",4,Púrpura; trombocitopênico,Complicações da gravidez; cardiovascular
"0,2402442468898660",11,Púrpura; trombocitopênico trombótico,Complicações da gravidez; cardiovascular
"0,28142618860094",2,Reflexo; anormal,Complicações da gravidez; cardiovascular
"0,12730269752803200",4,Síncope; Vasovagal,Complicações da gravidez; cardiovascular
"0,14376001304795200",1,Abdômen; agudo,Complicações da gravidez; hematológicas
"0,33557106445329100",2,Dor; pós-operatório,Complicações da gravidez; hematológicas
"0,17529399523745600",1,Obesidade; mórbida,Complicações da gravidez; hematológicas
"0,36745245776624300",1,Púrpura; hiperglobulinêmico,Complicações da gravidez; hematológicas
"0,17983929786700800",9,Púrpura; Schoenlein-Henoch,Complicações da gravidez; hematológicas
"0,17969300111008200",127,Púrpura; trombocitopênico,Complicações da gravidez; hematológicas
"0,2424282854979560",111,Púrpura; trombocitopênico trombótico,Complicações da gravidez; hematológicas
"0,8625600782877170",6,Abdômen; agudo,Complicações da gravidez; infecciosas
"0,20782571284180700",1,Bexiga urinária; neurogênica,Complicações da gravidez; infecciosas
"0,2944676030252050",1,Cegueira; cortical,Complicações da gravidez; infecciosas
"0,2281245322020590",1,Diarréia; infantil,Complicações da gravidez; infecciosas
"0,28021759676447700",1,Incontinência urinária; estresse,Complicações da gravidez; infecciosas
"0,35058799047491200",2,Obesidade; mórbida,Complicações da gravidez; infecciosas
"0,3105606397064690",1,Perda auditiva; alta frequência,Complicações da gravidez; infecciosas
"0,6074279302321470",5,Perda auditiva; neurinhaural,Complicações da gravidez; infecciosas
"0,14149055205518300",1,Púrpura; trombocitopênico,Complicações da gravidez; infecciosas
"0,4368077216179390",2,Púrpura; trombocitopênico trombótico,Complicações da gravidez; infecciosas
"0,11500801043836200",8,Abdômen; agudo,Complicações da gravidez; neoplásico
"0,4285591299111290",2,Débito cardíaco; baixo,Complicações da gravidez; neoplásico
"0,19929833713269800",1,Dor; intratável,Complicações da gravidez; neoplásico
"0,16778553222664500",1,Dor; pós-operatório,Complicações da gravidez; neoplásico
"0,24980286321774700",1,Icterícia; obstrutiva,Complicações da gravidez; neoplásico
"0,31712036795505000",1,Paraparesia; espástica,Complicações da gravidez; neoplásico
"0,12148558604642900",1,Perda auditiva; neurinhaural,Complicações da gravidez; neoplásico
"0,25853020293441600",1,Perda auditiva; repentina,Complicações da gravidez; neoplásico
"0,14149055205518300",1,Púrpura; trombocitopênico,Complicações da gravidez; neoplásico
"0,4368077216179390",2,Púrpura; trombocitopênico trombótico,Complicações da gravidez; neoplásico
"0,14071309430047",1,Reflexo; anormal,Complicações da gravidez; neoplásico
"0,14376001304795200",1,Abdômen; agudo,Complicações da gravidez; parasitas
"0,12148558604642900",1,Perda auditiva; neurinhaural,Condromatose; sinovial
"0,1744765519935000",1,Distúrbios da marcha; neurológicos,Condrossarcoma; mesenquimal
"0,12148558604642900",1,Perda auditiva; neurinhaural,Conjuntivite; alérgica
"0,22560435300466400",1,Visão; baixa,Conjuntivite; alérgica
"0,2281245322020590",1,Diarréia; infantil,Conjuntivite; inclusão
"0,22425601797093500",1,Angina; instável,Constrição; patológica
"0,24297117209285800",2,Perda auditiva; neurinhaural,Constrição; patológica
"0,19982144207445400",1,Púrpura; Schoenlein-Henoch,Constrição; patológica
"0,21840386080896900",1,Púrpura; trombocitopênico trombótico,Constrição; patológica
"0,22560435300466400",1,Visão; baixa,Constrição; patológica
"0,4562490644041180",2,Diarréia; infantil,Convulsões; febril
"0,14376001304795200",1,Abdômen; agudo,Coproporphyria; hereditário
"0,14376001304795200",1,Abdômen; agudo,Dano cerebral; crônico
"0,13688010376895300",44,Afasia; Broca,Dano cerebral; crônico
"0,11185034074255100",32,Afasia; Wernicke,Dano cerebral; crônico
"0,31109114492943800",1,Akithia; induzida por drogas,Dano cerebral; crônico
"0,2849481105175790",7,Amnésia; anterógrada,Dano cerebral; crônico
"0,409885817007498",1,Amnésia; Global Transiente,Dano cerebral; crônico
"0,679718704349234",20,Amnésia; retrógrada,Dano cerebral; crônico
"0,4113246907527070",1,Apraxia; ideomotor,Dano cerebral; crônico
"0,2944676030252050",1,Cegueira; cortical,Dano cerebral; crônico
"0,21427956495556400",1,Débito cardíaco; baixo,Dano cerebral; crônico
"0,2281245322020590",1,Diarréia; infantil,Dano cerebral; crônico
"0,14428062666770300",41,Dislexia; adquirida,Dano cerebral; crônico
"0,1744765519935000",1,Distúrbios da marcha; neurológicos,Dano cerebral; crônico
"0,3105606397064690",1,Perda auditiva; alta frequência,Dano cerebral; crônico
"0,19521619267905400",6,Perda auditiva; central,Dano cerebral; crônico
"0,6802260651086240",3,Perda auditiva; condutor,Dano cerebral; crônico
"0,19437693767428700",16,Perda auditiva; neurinhaural,Dano cerebral; crônico
"0,25853020293441600",1,Perda auditiva; repentina,Dano cerebral; crônico
"0,19982144207445400",1,Púrpura; Schoenlein-Henoch,Dano cerebral; crônico
"0,14149055205518300",1,Púrpura; trombocitopênico,Dano cerebral; crônico
"0,35270718465193000",1,Reflex; Babinski,Dano cerebral; crônico
"0,393996664041316",28,Reflexo; anormal,Dano cerebral; crônico
"0,3107560063542060",81,Débito cardíaco; alto,Débito cardíaco; alto
"0,17142365196445100",8,Débito cardíaco; baixo,Débito cardíaco; alto
"0,2018304161738410",9,Angina; instável,Débito cardíaco; baixo
"0,30691951244859900",8,Débito cardíaco; alto,Débito cardíaco; baixo
"0,6421958561718270",2997,Débito cardíaco; baixo,Débito cardíaco; baixo
"0,2875200260959050",2,Abdômen; agudo,Defeitos cardíacos; congênitos
"0,31109114492943800",1,Akithia; induzida por drogas,Defeitos cardíacos; congênitos
"0,409885817007498",1,Amnésia; Global Transiente,Defeitos cardíacos; congênitos
"0,22425601797093500",1,Angina; instável,Defeitos cardíacos; congênitos
"0,38364939056074800",1,Débito cardíaco; alto,Defeitos cardíacos; congênitos
"0,4071311734155730",19,Débito cardíaco; baixo,Defeitos cardíacos; congênitos
"0,2281245322020590",1,Diarréia; infantil,Defeitos cardíacos; congênitos
"0,7504467123979490",2,Dispnéia; paroxística,Defeitos cardíacos; congênitos
"0,16778553222664500",1,Dor; pós-operatório,Defeitos cardíacos; congênitos
"0,35058799047491200",2,Obesidade; mórbida,Defeitos cardíacos; congênitos
"0,22117885210425900",1,Perda auditiva; bilateral,Defeitos cardíacos; congênitos
"0,4534840434057490",2,Perda auditiva; condutor,Defeitos cardíacos; congênitos
"0,10933702744178600",9,Perda auditiva; neurinhaural,Defeitos cardíacos; congênitos
"0,28298110411036600",2,Púrpura; trombocitopênico,Defeitos cardíacos; congênitos
"0,14071309430047",1,Reflexo; anormal,Defeitos cardíacos; congênitos
"0,819771634014996",2,Amnésia; Global Transiente,Defeitos do septo cardíaco; atrial
"0,32659490471398700",1,Baú da angina; varia,Defeitos do septo cardíaco; atrial
"0,12856773897333800",6,Débito cardíaco; baixo,Defeitos do septo cardíaco; atrial
"0,3752233561989740",1,Dispnéia; paroxística,Defeitos do septo cardíaco; atrial
"0,525881985712368",3,Obesidade; mórbida,Defeitos do septo cardíaco; atrial
"0,24297117209285800",2,Perda auditiva; neurinhaural,Defeitos do septo cardíaco; atrial
"0,22560435300466400",1,Visão; baixa,Defeitos do septo cardíaco; atrial
"0,4285591299111290",2,Débito cardíaco; baixo,Defeitos do septo cardíaco; ventricular
"0,16778553222664500",1,Dor; pós-operatório,Defeitos do septo cardíaco; ventricular
"0,12148558604642900",1,Perda auditiva; neurinhaural,Deformidades da extremidade superior; congênitas
"0,8847154084170390",4,Perda auditiva; bilateral,Deformidades das mãos; congênitas
"0,6802260651086240",3,Perda auditiva; condutor,Deformidades das mãos; congênitas
"0,14578270325571500",12,Perda auditiva; neurinhaural,Deformidades das mãos; congênitas
"0,22117885210425900",1,Perda auditiva; bilateral,Deformidades de membros; congênitas
"0,36445675813928800",3,Perda auditiva; neurinhaural,Deformidades de membros; congênitas
"0,3489531039870000",2,Distúrbios da marcha; neurológicos,Deformidades de pé; adquiridas
"0,16778553222664500",1,Dor; pós-operatório,Deformidades de pé; adquiridas
"0,19982144207445400",1,Púrpura; Schoenlein-Henoch,Deformidades de pé; adquiridas
"0,28142618860094",2,Reflexo; anormal,Deformidades de pé; adquiridas
"0,3489531039870000",2,Distúrbios da marcha; neurológicos,Deformidades de pé; congênitas
"0,4423577042085190",2,Perda auditiva; bilateral,Deformidades de pé; congênitas
"0,4534840434057490",2,Perda auditiva; condutor,Deformidades de pé; congênitas
"0,10933702744178600",9,Perda auditiva; neurinhaural,Deformidades de pé; congênitas
"0,22674202170287400",1,Perda auditiva; condutor,Deformidades do nariz; adquiridas
"0,12148558604642900",1,Perda auditiva; neurinhaural,Deformidades do nariz; adquiridas
"0,14071309430047",1,Reflexo; anormal,Deformidades do nariz; adquiridas
"0,22117885210425900",1,Perda auditiva; bilateral,Deformidades manuais; adquiridas
"0,14071309430047",1,Reflexo; anormal,Deformidades manuais; adquiridas
"0,31109114492943800",1,Afasia; Broca,Demência; multi-infarto
"0,34953231482047200",1,Afasia; Wernicke,Demência; multi-infarto
"0,1744765519935000",1,Distúrbios da marcha; neurológicos,Demência; multi-infarto
"0,9102442299247650",3,Paralisia supranuclear; progressiva,Demência; multi-infarto
"0,12148558604642900",1,Perda auditiva; neurinhaural,Demência; multi-infarto
"0,31109114492943800",1,Afasia; Broca,Demência; vascular
"0,17668056181512300",6,Cegueira; cortical,Demência; vascular
"0,21427956495556400",1,Débito cardíaco; baixo,Demência; vascular
"0,35190396748220300",1,Dislexia; adquirida,Demência; vascular
"0,13958124159480000",8,Distúrbios da marcha; neurológicos,Demência; vascular
"0,6068294866165100",2,Paralisia supranuclear; progressiva,Demência; vascular
"0,12148558604642900",1,Perda auditiva; neurinhaural,Demência; vascular
"0,19982144207445400",1,Púrpura; Schoenlein-Henoch,Demência; vascular
"0,4368077216179390",2,Púrpura; trombocitopênico trombótico,Demência; vascular
"0,42213928290141",3,Reflexo; anormal,Demência; vascular
"0,8389276611332290",5,Dor; pós-operatório,Dente; impactado
"0,4003547990270650",1,Dor; referida,Dente; impactado
"0,19929833713269800",1,Dor; intratável,Dente; não-vital
"0,33557106445329100",2,Dor; pós-operatório,Dente; não-vital
"0,2281245322020590",1,Diarréia; infantil,Depressão; pós-parto
"0,14376001304795200",1,Abdômen; agudo,Dermatite; atópica
"0,22425601797093500",1,Angina; instável,Dermatite; atópica
"0,2281245322020590",1,Diarréia; infantil,Dermatite; atópica
"0,16778553222664500",1,Dor; pós-operatório,Dermatite; atópica
"0,14149055205518300",1,Púrpura; trombocitopênico,Dermatite; atópica
"0,14071309430047",1,Reflexo; anormal,Dermatite; atópica
"0,16778553222664500",1,Dor; pós-operatório,Dermatite; contato
"0,22117885210425900",1,Perda auditiva; bilateral,Dermatite; contato alérgico
"0,39964288414890800",2,Púrpura; Schoenlein-Henoch,Dermatite; contato alérgico
"0,4485120359418700",2,Angina; instável,Dermatite; esfoliativa
"0,4562490644041180",2,Diarréia; infantil,Dermatite; esfoliativa
"0,31712036795505000",1,Paraparesia; espástica,Dermatite; esfoliativa
"0,21427956495556400",1,Débito cardíaco; baixo,Dermatite; fotoalérgica
"0,14149055205518300",1,Púrpura; trombocitopênico,Dermatite; fototóxica
"0,319406181762656",1,Perda auditiva; induzida por ruído,Dermatite; ocupacional
"0,68437359660617700",3,Diarréia; infantil,Dermatite; Seborrheic
"0,14071309430047",1,Reflexo; anormal,Dermatite; Seborrheic
